term: a, termFreq = 6523, docCount = 2081
term: originally, termFreq = 7, docCount = 7
term: originating, termFreq = 1, docCount = 1
term: origins, termFreq = 3, docCount = 3
term: orr, termFreq = 1, docCount = 1
term: ortega, termFreq = 1, docCount = 1
term: ortho, termFreq = 2, docCount = 2
term: orthogonal, termFreq = 39, docCount = 29
term: orthogonalization, termFreq = 3, docCount = 3
term: orthography, termFreq = 2, docCount = 1
term: orvyl, termFreq = 1, docCount = 1
term: os, termFreq = 3, docCount = 2
term: osa, termFreq = 3, docCount = 1
term: osborne, termFreq = 1, docCount = 1
term: oscillating, termFreq = 2, docCount = 1
term: oser, termFreq = 1, docCount = 1
term: oshb, termFreq = 3, docCount = 1
term: osic, termFreq = 1, docCount = 1
term: osiris, termFreq = 1, docCount = 1
term: oster, termFreq = 2, docCount = 2
term: ostrowski, termFreq = 2, docCount = 1
term: ota, termFreq = 1, docCount = 1
term: otb, termFreq = 1, docCount = 1
term: other, termFreq = 260, docCount = 222
term: others, termFreq = 18, docCount = 18
term: otherwise, termFreq = 9, docCount = 9
term: oti, termFreq = 1, docCount = 1
term: otr, termFreq = 1, docCount = 1
term: ottmann, termFreq = 1, docCount = 1
term: ou, termFreq = 1, docCount = 1
term: ought, termFreq = 1, docCount = 1
term: ouput, termFreq = 1, docCount = 1
term: our, termFreq = 25, docCount = 19
term: out, termFreq = 82, docCount = 79
term: outchannel, termFreq = 1, docCount = 1
term: outcome, termFreq = 1, docCount = 1
term: outcomes, termFreq = 1, docCount = 1
term: outer, termFreq = 1, docCount = 1
term: outermost, termFreq = 1, docCount = 1
term: outgoing, termFreq = 1, docCount = 1
term: outliers, termFreq = 1, docCount = 1
term: outline, termFreq = 11, docCount = 11
term: outlined, termFreq = 35, docCount = 32
term: outlines, termFreq = 5, docCount = 5
term: outlining, termFreq = 2, docCount = 2
term: outpatient, termFreq = 3, docCount = 1
term: outperformed, termFreq = 3, docCount = 1
term: outperforms, termFreq = 1, docCount = 1
term: output, termFreq = 151, docCount = 106
term: outputs, termFreq = 4, docCount = 4
term: outputting, termFreq = 2, docCount = 2
term: outreal, termFreq = 2, docCount = 2
term: outset, termFreq = 2, docCount = 2
term: outside, termFreq = 7, docCount = 7
term: outstanding, termFreq = 2, docCount = 1
term: outsymbol, termFreq = 1, docCount = 1
term: outward, termFreq = 1, docCount = 1
term: outweigh, termFreq = 1, docCount = 1
term: over, termFreq = 127, docCount = 114
term: overa, termFreq = 1, docCount = 1
term: overall, termFreq = 23, docCount = 22
term: overbeek, termFreq = 1, docCount = 1
term: overcharges, termFreq = 1, docCount = 1
term: overcome, termFreq = 10, docCount = 10
term: overcomes, termFreq = 2, docCount = 2
term: overcoming, termFreq = 2, docCount = 2
term: overdetermined, termFreq = 9, docCount = 5
term: overflow, termFreq = 19, docCount = 11
term: overhead, termFreq = 21, docCount = 14
term: overheads, termFreq = 1, docCount = 1
term: overlaid, termFreq = 1, docCount = 1
term: overlap, termFreq = 14, docCount = 9
term: overlapped, termFreq = 2, docCount = 2
term: overlapping, termFreq = 7, docCount = 5
term: overlay, termFreq = 16, docCount = 4
term: overlayed, termFreq = 1, docCount = 1
term: overlaying, termFreq = 1, docCount = 1
term: overlays, termFreq = 4, docCount = 1
term: overpacked, termFreq = 1, docCount = 1
term: overprinting, termFreq = 1, docCount = 1
term: overrelaxation, termFreq = 1, docCount = 1
term: overseas, termFreq = 1, docCount = 1
term: overspecified, termFreq = 1, docCount = 1
term: overstrikes, termFreq = 1, docCount = 1
term: overstriking, termFreq = 1, docCount = 1
term: overtaking, termFreq = 1, docCount = 1
term: overtones, termFreq = 1, docCount = 1
term: overuse, termFreq = 1, docCount = 1
term: overview, termFreq = 5, docCount = 5
term: overwhelming, termFreq = 1, docCount = 1
term: owe, termFreq = 1, docCount = 1
term: owes, termFreq = 1, docCount = 1
term: owicki, termFreq = 2, docCount = 2
term: own, termFreq = 20, docCount = 19
term: owners, termFreq = 1, docCount = 1
term: p, termFreq = 362, docCount = 324
term: pace, termFreq = 2, docCount = 2
term: pacelli, termFreq = 1, docCount = 1
term: pacini, termFreq = 1, docCount = 1
term: paciorek, termFreq = 2, docCount = 2
term: pack, termFreq = 2, docCount = 2
term: package, termFreq = 28, docCount = 18
term: packages, termFreq = 13, docCount = 7
term: packaging, termFreq = 1, docCount = 1
term: packed, termFreq = 8, docCount = 7
term: packet, termFreq = 13, docCount = 4
term: packets, termFreq = 6, docCount = 3
term: packing, termFreq = 4, docCount = 3
term: packings, termFreq = 1, docCount = 1
term: packs, termFreq = 3, docCount = 2
term: pad, termFreq = 2, docCount = 1
term: pade, termFreq = 2, docCount = 2
term: padges, termFreq = 1, docCount = 1
term: page, termFreq = 76, docCount = 35
term: paged, termFreq = 16, docCount = 12
term: pager, termFreq = 3, docCount = 3
term: pages, termFreq = 19, docCount = 14
term: pagination, termFreq = 3, docCount = 2
term: paging, termFreq = 119, docCount = 61
term: pagli, termFreq = 1, docCount = 1
term: paid, termFreq = 4, docCount = 4
term: paige, termFreq = 1, docCount = 1
term: painless, termFreq = 1, docCount = 1
term: paint, termFreq = 1, docCount = 1
term: painter, termFreq = 1, docCount = 1
term: pair, termFreq = 17, docCount = 13
term: pairs, termFreq = 13, docCount = 12
term: palmer, termFreq = 1, docCount = 1
term: panel, termFreq = 9, docCount = 5
term: panelists, termFreq = 4, docCount = 2
term: pankhurst, termFreq = 1, docCount = 1
term: pankiewicz, termFreq = 2, docCount = 2
term: paper, termFreq = 515, docCount = 436
term: papers, termFreq = 17, docCount = 13
term: parabolic, termFreq = 7, docCount = 3
term: paradigm, termFreq = 2, docCount = 2
term: paradigms, termFreq = 1, docCount = 1
term: paradox, termFreq = 3, docCount = 1
term: paradoxical, termFreq = 1, docCount = 1
term: paragraph, termFreq = 1, docCount = 1
term: parallel, termFreq = 147, docCount = 72
term: parallelepiped, termFreq = 1, docCount = 1
term: parallelism, termFreq = 17, docCount = 10
term: parallelized, termFreq = 1, docCount = 1
term: parallelizing, termFreq = 1, docCount = 1
term: parallels, termFreq = 2, docCount = 2
term: paralysis, termFreq = 2, docCount = 1
term: paramedical, termFreq = 1, docCount = 1
term: parameter, termFreq = 32, docCount = 27
term: parameterization, termFreq = 3, docCount = 2
term: parameterized, termFreq = 3, docCount = 3
term: parameters, termFreq = 78, docCount = 55
term: parametric, termFreq = 4, docCount = 4
term: parametrized, termFreq = 1, docCount = 1
term: paramodulation, termFreq = 3, docCount = 2
term: paramount, termFreq = 1, docCount = 1
term: paraphrases, termFreq = 1, docCount = 1
term: paraphrasing, termFreq = 1, docCount = 1
term: paraplate, termFreq = 1, docCount = 1
term: parent, termFreq = 1, docCount = 1
term: parente, termFreq = 1, docCount = 1
term: parentheses, termFreq = 1, docCount = 1
term: parenthetical, termFreq = 1, docCount = 1
term: parity, termFreq = 6, docCount = 3
term: park, termFreq = 1, docCount = 1
term: parker, termFreq = 3, docCount = 3
term: parkin, termFreq = 1, docCount = 1
term: parnas, termFreq = 9, docCount = 9
term: parse, termFreq = 22, docCount = 16
term: parsed, termFreq = 3, docCount = 3
term: parser, termFreq = 37, docCount = 17
term: parsers, termFreq = 17, docCount = 10
term: parsing, termFreq = 84, docCount = 45
term: parsons, termFreq = 1, docCount = 1
term: part, termFreq = 105, docCount = 88
term: parter, termFreq = 1, docCount = 1
term: partial, termFreq = 62, docCount = 40
term: partially, termFreq = 14, docCount = 13
term: participants, termFreq = 4, docCount = 4
term: participate, termFreq = 2, docCount = 2
term: participated, termFreq = 1, docCount = 1
term: participating, termFreq = 3, docCount = 3
term: participation, termFreq = 5, docCount = 5
term: particle, termFreq = 2, docCount = 1
term: particles, termFreq = 3, docCount = 3
term: particular, termFreq = 121, docCount = 110
term: particularly, termFreq = 34, docCount = 33
term: particulars, termFreq = 1, docCount = 1
term: parties, termFreq = 1, docCount = 1
term: partition, termFreq = 17, docCount = 17
term: partitioned, termFreq = 8, docCount = 8
term: partitioning, termFreq = 28, docCount = 12
term: partitionings, termFreq = 1, docCount = 1
term: partitions, termFreq = 26, docCount = 15
term: partly, termFreq = 7, docCount = 4
term: partnership, termFreq = 2, docCount = 1
term: partridge, termFreq = 2, docCount = 2
term: parts, termFreq = 31, docCount = 28
term: pascal, termFreq = 4, docCount = 4
term: pass, termFreq = 34, docCount = 20
term: passage, termFreq = 2, docCount = 2
term: passed, termFreq = 3, docCount = 3
term: passenger, termFreq = 1, docCount = 1
term: passengers, termFreq = 1, docCount = 1
term: passes, termFreq = 9, docCount = 7
term: passing, termFreq = 7, docCount = 7
term: passive, termFreq = 4, docCount = 3
term: password, termFreq = 7, docCount = 2
term: passwords, termFreq = 5, docCount = 3
term: past, termFreq = 16, docCount = 16
term: pat, termFreq = 4, docCount = 1
term: patch, termFreq = 3, docCount = 1
term: patches, termFreq = 2, docCount = 2
term: patent, termFreq = 3, docCount = 3
term: patentable, termFreq = 1, docCount = 1
term: patenting, termFreq = 1, docCount = 1
term: patents, termFreq = 3, docCount = 2
term: paterson, termFreq = 1, docCount = 1
term: path, termFreq = 47, docCount = 37
term: paths, termFreq = 19, docCount = 13
term: patient, termFreq = 2, docCount = 2
term: patients, termFreq = 2, docCount = 1
term: patil, termFreq = 3, docCount = 1
term: patlen, termFreq = 3, docCount = 1
term: paton, termFreq = 3, docCount = 3
term: patricia, termFreq = 1, docCount = 1
term: patrick, termFreq = 3, docCount = 3
term: patt, termFreq = 1, docCount = 1
term: pattern, termFreq = 114, docCount = 56
term: patterned, termFreq = 1, docCount = 1
term: patterns, termFreq = 48, docCount = 29
term: patterson, termFreq = 3, docCount = 3
term: paucity, termFreq = 1, docCount = 1
term: paul, termFreq = 5, docCount = 5
term: paulson, termFreq = 1, docCount = 1
term: pause, termFreq = 2, docCount = 1
term: pavlidis, termFreq = 1, docCount = 1
term: pay, termFreq = 1, docCount = 1
term: payment, termFreq = 4, docCount = 2
term: payments, termFreq = 1, docCount = 1
term: payne, termFreq = 7, docCount = 7
term: payroll, termFreq = 1, docCount = 1
term: pde, termFreq = 1, docCount = 1
term: pdel, termFreq = 2, docCount = 1
term: pdp, termFreq = 19, docCount = 14
term: pe, termFreq = 1, docCount = 1
term: peabody, termFreq = 1, docCount = 1
term: peaceman, termFreq = 1, docCount = 1
term: peak, termFreq = 4, docCount = 2
term: peaked, termFreq = 2, docCount = 1
term: peaks, termFreq = 2, docCount = 2
term: pearcey, termFreq = 2, docCount = 2
term: pearson, termFreq = 1, docCount = 1
term: peasants, termFreq = 1, docCount = 1
term: peavy, termFreq = 1, docCount = 1
term: peck, termFreq = 7, docCount = 7
term: peculiarities, termFreq = 1, docCount = 1
term: pedagogic, termFreq = 4, docCount = 3
term: pedagogical, termFreq = 2, docCount = 2
term: pedagogically, termFreq = 1, docCount = 1
term: peek, termFreq = 1, docCount = 1
term: peekabit, termFreq = 1, docCount = 1
term: peekaboo, termFreq = 3, docCount = 1
term: peephole, termFreq = 2, docCount = 1
term: peg, termFreq = 1, docCount = 1
term: pei, termFreq = 4, docCount = 3
term: peleg, termFreq = 1, docCount = 1
term: pelta, termFreq = 1, docCount = 1
term: pen, termFreq = 3, docCount = 2
term: penalizes, termFreq = 1, docCount = 1
term: penalties, termFreq = 1, docCount = 1
term: penalty, termFreq = 2, docCount = 2
term: pencil, termFreq = 2, docCount = 2
term: pencils, termFreq = 2, docCount = 2
term: pending, termFreq = 2, docCount = 2
term: penetrate, termFreq = 2, docCount = 2
term: penetration, termFreq = 1, docCount = 1
term: peng, termFreq = 2, docCount = 2
term: pennsylvania, termFreq = 2, docCount = 2
term: penny, termFreq = 3, docCount = 2
term: pentadiagonal, termFreq = 3, docCount = 1
term: pentagamma, termFreq = 1, docCount = 1
term: pentomino, termFreq = 2, docCount = 1
term: pentominoes, termFreq = 1, docCount = 1
term: pentominos, termFreq = 1, docCount = 1
term: people, termFreq = 15, docCount = 13
term: per, termFreq = 42, docCount = 37
term: percent, termFreq = 40, docCount = 26
term: percentage, termFreq = 4, docCount = 3
term: percentages, termFreq = 1, docCount = 1
term: perception, termFreq = 1, docCount = 1
term: pereira, termFreq = 4, docCount = 4
term: perez, termFreq = 2, docCount = 2
term: perfect, termFreq = 9, docCount = 3
term: perfectly, termFreq = 2, docCount = 2
term: perforated, termFreq = 8, docCount = 7
term: perform, termFreq = 36, docCount = 34
term: performance, termFreq = 214, docCount = 113
term: performances, termFreq = 4, docCount = 4
term: performed, termFreq = 45, docCount = 41
term: performing, termFreq = 21, docCount = 19
term: performs, termFreq = 10, docCount = 10
term: perhaps, termFreq = 7, docCount = 7
term: perimeter, termFreq = 2, docCount = 2
term: period, termFreq = 19, docCount = 17
term: periodic, termFreq = 13, docCount = 8
term: periodical, termFreq = 1, docCount = 1
term: periodically, termFreq = 2, docCount = 2
term: periodicity, termFreq = 1, docCount = 1
term: periods, termFreq = 6, docCount = 5
term: peripheral, termFreq = 3, docCount = 3
term: peripherals, termFreq = 2, docCount = 2
term: perl, termFreq = 1, docCount = 1
term: perlis, termFreq = 12, docCount = 12
term: perm, termFreq = 3, docCount = 3
term: permanent, termFreq = 9, docCount = 5
term: permanently, termFreq = 1, docCount = 1
term: permissible, termFreq = 4, docCount = 3
term: permission, termFreq = 2, docCount = 1
term: permit, termFreq = 28, docCount = 25
term: permits, termFreq = 54, docCount = 51
term: permitted, termFreq = 11, docCount = 10
term: permitting, termFreq = 10, docCount = 10
term: permutable, termFreq = 1, docCount = 1
term: permutation, termFreq = 50, docCount = 36
term: permutations, termFreq = 57, docCount = 31
term: permute, termFreq = 4, docCount = 4
term: permuted, termFreq = 1, docCount = 1
term: perpendicular, termFreq = 1, docCount = 1
term: perpetrated, termFreq = 1, docCount = 1
term: perplexed, termFreq = 1, docCount = 1
term: perry, termFreq = 3, docCount = 3
term: perseverance, termFreq = 1, docCount = 1
term: persist, termFreq = 1, docCount = 1
term: person, termFreq = 9, docCount = 6
term: personal, termFreq = 6, docCount = 4
term: personalities, termFreq = 1, docCount = 1
term: personalized, termFreq = 1, docCount = 1
term: personnel, termFreq = 6, docCount = 6
term: persons, termFreq = 2, docCount = 2
term: perspective, termFreq = 13, docCount = 9
term: perspectives, termFreq = 1, docCount = 1
term: perspicuous, termFreq = 2, docCount = 2
term: perstein, termFreq = 1, docCount = 1
term: pert, termFreq = 12, docCount = 8
term: pertinent, termFreq = 11, docCount = 11
term: perturb, termFreq = 1, docCount = 1
term: perturbation, termFreq = 5, docCount = 4
term: perturbations, termFreq = 4, docCount = 3
term: perturbed, termFreq = 3, docCount = 3
term: perusal, termFreq = 1, docCount = 1
term: pessimistic, termFreq = 1, docCount = 1
term: peters, termFreq = 1, docCount = 1
term: peterson, termFreq = 5, docCount = 5
term: peto, termFreq = 1, docCount = 1
term: petri, termFreq = 5, docCount = 1
term: petrick, termFreq = 3, docCount = 3
term: petrinet, termFreq = 1, docCount = 1
term: petroleum, termFreq = 2, docCount = 2
term: petrone, termFreq = 1, docCount = 1
term: petrov, termFreq = 5, docCount = 2
term: pfaltz, termFreq = 2, docCount = 2
term: pfann, termFreq = 1, docCount = 1
term: pfefferkorn, termFreq = 1, docCount = 1
term: pff, termFreq = 6, docCount = 2
term: pgs, termFreq = 3, docCount = 1
term: ph, termFreq = 24, docCount = 12
term: pharmacology, termFreq = 1, docCount = 1
term: phase, termFreq = 23, docCount = 18
term: phases, termFreq = 8, docCount = 7
term: phenomena, termFreq = 5, docCount = 3
term: phenomenon, termFreq = 6, docCount = 6
term: philco, termFreq = 5, docCount = 4
term: phillips, termFreq = 6, docCount = 6
term: philokyprou, termFreq = 1, docCount = 1
term: philosophers, termFreq = 1, docCount = 1
term: philosophies, termFreq = 2, docCount = 2
term: philosophy, termFreq = 23, docCount = 21
term: philpott, termFreq = 1, docCount = 1
term: phone, termFreq = 4, docCount = 2
term: phonemes, termFreq = 3, docCount = 2
